@relation 'train1_data-weka.filters.unsupervised.attribute.Remove-R1-2,13-weka.filters.unsupervised.attribute.Remove-R1,5-6-weka.filters.unsupervised.attribute.Remove-R4,6'

@attribute Year numeric
@attribute Kilometers_Driven numeric
@attribute Fuel_Type {CNG,Diesel,Petrol,LPG,Electric}
@attribute Engine {'998 CC','1582 CC','1199 CC','1248 CC','1968 CC','814 CC','1461 CC','2755 CC','1598 CC','1462 CC','1497 CC','2179 CC','2477 CC','1498 CC','2143 CC','1995 CC','1984 CC','1197 CC','2494 CC','1798 CC','2696 CC','2698 CC','1061 CC','1198 CC','2987 CC','796 CC','624 CC','1999 CC','1991 CC','2694 CC','1120 CC','2498 CC','799 CC','2393 CC','1399 CC','1796 CC','2148 CC','1396 CC','1950 CC','4806 CC','1998 CC','1086 CC','1193 CC','2982 CC','1493 CC','2967 CC','2993 CC','1196 CC','1799 CC','2497 CC','2354 CC','1373 CC','2996 CC','1591 CC','2894 CC','5461 CC','1595 CC','936 CC','1997 CC',0,'1896 CC','1390 CC','1364 CC','2199 CC','993 CC','999 CC','1405 CC','2956 CC','1794 CC','995 CC','2496 CC','1599 CC','2400 CC','1495 CC','2523 CC','793 CC','4134 CC','1596 CC','1395 CC','2953 CC','1586 CC','2362 CC','1496 CC','1368 CC','1298 CC','1956 CC','1299 CC','3498 CC','2835 CC','1150 CC','3198 CC','1343 CC','1499 CC','1186 CC','1590 CC','2609 CC','2499 CC','2446 CC','1978 CC','2360 CC','3436 CC','2198 CC','4367 CC','2706 CC','1422 CC','2979 CC','1969 CC','1489 CC','2489 CC','1242 CC','1388 CC','1172 CC','2495 CC','1194 CC','3200 CC','1781 CC','1341 CC','2773 CC','3597 CC','1985 CC','2147 CC','1047 CC','2999 CC','2995 CC','2997 CC','1948 CC','2359 CC','4395 CC','2349 CC','2720 CC','1468 CC','3197 CC','2487 CC','1597 CC','2771 CC','72 CC','4951 CC','970 CC','2925 CC','2200 CC','5000 CC','2149 CC','5998 CC','2092 CC','5204 CC','2112 CC','1797 CC'}
@attribute Seats numeric
@attribute Price numeric

@data
2010,80000,Diesel,'2494 CC',8,4.75
2018,10671,Petrol,'1197 CC',5,6.51
2018,4126,Petrol,'999 CC',5,4.8
2017,98500,Diesel,'1248 CC',5,6
2016,61578,Petrol,'1197 CC',5,6.4
2014,54000,Diesel,'1498 CC',5,4.9
2013,70998,Diesel,'1968 CC',5,20.57
2015,40082,Diesel,'1248 CC',5,4.76
2012,50619,Petrol,'995 CC',5,2
2009,103905,Diesel,'1995 CC',5,9.92
2018,15334,Petrol,'814 CC',5,3.69
2013,69000,Diesel,'1248 CC',5,5.75
2014,75160,Diesel,'1498 CC',5,5.7
2014,44753,Petrol,'1198 CC',5,4.94
2012,53024,Petrol,'1598 CC',5,4.29
2014,23840,Petrol,'998 CC',5,3
2014,81298,Diesel,'1498 CC',5,6.5
2015,59000,Petrol,'1198 CC',5,4.9
2016,51806,Diesel,'1498 CC',5,5.4
2014,56000,Diesel,'1968 CC',5,24
2019,29279,Diesel,'1047 CC',5,7.46
2017,33550,Diesel,'1498 CC',5,9.6
2014,62000,Diesel,'1968 CC',5,25
2014,66000,Diesel,'1461 CC',5,6.8
2016,46630,Diesel,'1498 CC',5,8.59
2016,72566,Diesel,'1498 CC',5,5.29
2011,51482,Diesel,'1405 CC',8,2.5
2011,90000,Diesel,'2143 CC',5,13.9
2014,69000,Diesel,'2982 CC',7,20
2011,90000,Petrol,'1497 CC',5,3.4
2015,39000,Petrol,'1197 CC',5,5.5
2012,110000,Diesel,'1598 CC',5,3.65
2011,68022,Diesel,'2499 CC',7,5.86
2018,27852,Petrol,'1497 CC',5,10.44
2013,58291,Diesel,'1248 CC',5,5
2011,68439,Diesel,'1396 CC',5,3.37
2011,150000,Diesel,'2494 CC',8,6.95
2018,14000,Diesel,'1497 CC',5,9.9
2012,71558,Diesel,'1399 CC',5,3.3
2013,48000,Diesel,'2967 CC',4,50.5
2015,65800,Diesel,'1582 CC',5,12.5
2014,53000,Diesel,'1968 CC',5,20.5
2017,14600,Diesel,'2179 CC',7,14.5
2017,34429,Diesel,'2999 CC',7,20
2014,52000,Diesel,'1248 CC',5,5.25
2015,25470,Petrol,'1373 CC',5,5.9
2013,22000,Petrol,'814 CC',5,2.6
2007,75000,Diesel,'2987 CC',5,11
2011,95995,Diesel,'1995 CC',5,15.5
2017,26877,Diesel,'1186 CC',5,5.75
2015,26000,Diesel,'2993 CC',5,75
2007,140000,Diesel,'1248 CC',5,2
2008,95291,Petrol,'1086 CC',5,2.3
2009,135000,Diesel,'2494 CC',8,8.2
2015,32000,Petrol,'1197 CC',5,4.8
2008,68333,Diesel,'2987 CC',5,8.5
2011,72000,Diesel,'1399 CC',5,2.9
2012,52100,Diesel,'1364 CC',5,6.5
2018,10000,Petrol,'1197 CC',5,5.85
2019,6261,Diesel,'1956 CC',5,23.91
2019,3906,Petrol,'1197 CC',5,7.36
2014,55960,Diesel,'2982 CC',7,17.25
2013,144000,Diesel,'1598 CC',5,7
2017,38000,Diesel,'2393 CC',7,17.65
2013,51000,Diesel,'1399 CC',5,2.5
2015,150000,Diesel,'1364 CC',5,6
2018,2500,Diesel,'2523 CC',7,8.25
2018,41661,Diesel,'2179 CC',5,44.83
2011,64000,Diesel,'1995 CC',5,10.5
2008,80000,Petrol,'1495 CC',5,1.9
2016,30000,Petrol,'998 CC',5,4.25
2014,43000,Diesel,'2179 CC',5,26.5
2013,90000,Diesel,'2698 CC',5,22.5
2011,123880,Diesel,'1461 CC',5,3.3
2015,42000,Petrol,'1198 CC',5,4.3
2012,79824,Diesel,'1461 CC',5,5.25
2015,75000,Diesel,'2494 CC',8,11.75
2014,72411,Petrol,'1198 CC',5,4.25
2012,63000,Diesel,'2143 CC',5,14.22
2015,53713,Petrol,'1197 CC',5,4.2
2017,18000,Diesel,'2755 CC',8,18.25
2013,51000,Diesel,'2148 CC',5,18.5
2008,86700,Petrol,'1298 CC',5,2.4
2016,29000,Diesel,'1248 CC',5,6.5
2014,56000,LPG,'1086 CC',5,3.2
2015,33000,Petrol,'998 CC',5,3.99
2014,64394,Diesel,'1498 CC',5,5.45
2010,76000,Diesel,'1248 CC',5,2.7
2016,48719,Diesel,'1498 CC',5,6.25
2016,59711,Diesel,'2179 CC',7,13.28
2012,83000,Diesel,'1461 CC',5,3.7
2018,10714,Diesel,'2143 CC',5,39.51
2010,127510,Diesel,'1248 CC',5,1.4
2014,35010,Diesel,'1248 CC',5,3.5
2012,75451,Petrol,'1197 CC',5,3.78
2015,83000,Diesel,'1405 CC',5,2.7
2013,38755,Diesel,'1498 CC',5,3.2
2016,30000,Petrol,'1197 CC',5,5
2012,40000,Diesel,'1248 CC',7,7
2014,19500,Petrol,'1197 CC',5,2.85
2016,41000,Petrol,'1198 CC',5,4.25
2014,30000,Petrol,'1197 CC',5,4.9
2017,37000,Diesel,'1956 CC',5,16.9
2014,62000,Diesel,'1199 CC',5,4.25
2015,42023,Petrol,'1198 CC',5,4.34
2012,51001,Diesel,'1995 CC',5,17
2017,55389,Diesel,'1995 CC',5,28.45
2014,46728,Petrol,'1497 CC',5,6.15
2014,58995,Diesel,'2696 CC',7,9.25
2015,37857,Diesel,'1248 CC',5,4.85
2014,71000,Diesel,'1248 CC',5,4.8
2012,49024,Petrol,'1198 CC',5,2.3
2016,10770,Petrol,'1197 CC',5,4.75
2017,72000,Diesel,'1248 CC',5,5
2015,91000,Petrol,'814 CC',5,2.5
2017,14000,Petrol,'1197 CC',5,5.95
2014,48000,Diesel,'1984 CC',5,16
2014,75136,Diesel,'1498 CC',5,6.15
2014,32500,Petrol,'1197 CC',5,4.05
2010,94500,Diesel,'1396 CC',5,3.1
2013,34900,Petrol,'1197 CC',5,5.49
2010,42400,Petrol,'4806 CC',4,42.91
2015,50000,Diesel,'1248 CC',5,5.7
2014,35000,Petrol,'1198 CC',5,2.85
2012,37000,Petrol,'1199 CC',5,2.35
2018,32807,Petrol,'1591 CC',5,14.76
2008,119000,Petrol,'1497 CC',5,2.25
2016,12000,Petrol,'1197 CC',5,3.65
2016,46727,Diesel,'1498 CC',5,7.25
2010,73336,Diesel,'1995 CC',5,10.69
2014,9000,Petrol,'1591 CC',5,5.5
2005,240000,Diesel,'2494 CC',8,5.1
2014,25422,Petrol,'998 CC',5,3.25
2018,14000,Diesel,'1248 CC',7,9.25
2008,66000,Petrol,'796 CC',5,1.7
2010,55324,Petrol,'998 CC',5,2.87
2009,90000,Diesel,'2993 CC',5,17.75
2017,43000,Petrol,'1198 CC',5,4.5
2008,58483,Petrol,'1197 CC',5,2.95
2007,93000,Petrol,'1799 CC',5,2.6
2010,50000,Petrol,'1197 CC',5,3
2014,78616,Diesel,'2143 CC',5,15.5
2011,37000,Petrol,'1496 CC',5,2.8
2010,54801,Petrol,'1497 CC',5,2.5
2014,29000,Diesel,'1248 CC',5,5.75
2010,68000,Petrol,'1197 CC',5,2.8
2014,58000,Petrol,'1591 CC',5,4.59
2012,64290,Diesel,'1248 CC',5,3.65
2015,31000,Diesel,'2982 CC',7,19.85
2018,16039,Diesel,'1956 CC',5,18.5
2017,19860,Petrol,'1197 CC',5,6.95
2014,48500,CNG,'998 CC',5,2.85
2012,75391,Diesel,'2179 CC',7,3.75
2008,78000,Diesel,'1248 CC',5,2.3
2016,78000,Diesel,'1396 CC',5,2.3
2016,52000,Diesel,'1248 CC',5,5.95
2016,30000,Petrol,'998 CC',5,3.49
2016,19254,Diesel,'2993 CC',5,47.7
2015,29651,Petrol,'1198 CC',5,6.43
2011,80000,Diesel,'2179 CC',7,4.5
2018,2971,Petrol,'1598 CC',4,39.75
2015,21400,Petrol,'1196 CC',5,4
2015,77000,Diesel,'1498 CC',5,6.98
2006,80000,Diesel,'1991 CC',7,1.75
2013,81755,Diesel,'1968 CC',5,4.75
2016,99593,Diesel,'2982 CC',7,23.5
2014,39791,Diesel,'1582 CC',5,7.49
2015,113000,Diesel,'2179 CC',7,10.85
2017,24000,Petrol,'799 CC',5,3.5
2015,39000,Petrol,'1197 CC',5,6.3
2012,37000,Petrol,'1497 CC',5,6.75
2017,61108,Diesel,'3198 CC',7,28.88
2016,61648,Petrol,'1798 CC',5,14.23
2012,37000,Diesel,'1995 CC',5,15
2013,53000,CNG,'1373 CC',7,5.8
2013,65000,Diesel,'1248 CC',5,3.75
2005,120000,Petrol,'1086 CC',5,1.15
2011,148009,Diesel,'2982 CC',7,12.75
2009,53001,Petrol,'1298 CC',5,1.95
2018,22345,Petrol,'1199 CC',5,4.95
2015,50000,Petrol,'1497 CC',5,8.25
2013,48183,Diesel,'1995 CC',5,20.99
2010,93000,Diesel,'2143 CC',5,17.5
2015,53500,Diesel,'1248 CC',5,5.36
2014,17585,Petrol,'1373 CC',7,6.35
2011,36226,Petrol,'1591 CC',5,2.95
2019,25899,Diesel,'2179 CC',5,55.7
2009,60170,Petrol,'1086 CC',5,1.15
2017,11200,Diesel,'2143 CC',5,37.5
2017,49045,Petrol,'1197 CC',5,4.07
2012,45000,Diesel,'1199 CC',5,2.99
2017,40000,Diesel,'1248 CC',5,7.9
2016,36600,Diesel,'1461 CC',5,7.49
2009,117000,Diesel,'1248 CC',5,1.1
2016,16000,Diesel,'2987 CC',7,56
2016,50000,Diesel,'1186 CC',5,3.5
2008,150000,Diesel,'1493 CC',5,3
2014,11000,Petrol,'1591 CC',5,6.1
2010,102016,Petrol,'1196 CC',5,2.25
2016,38000,Diesel,'1248 CC',5,5.95
2013,71491,Diesel,'1461 CC',5,4.95
2015,46354,Petrol,'1198 CC',5,5.49
2019,87000,Diesel,'1995 CC',5,6.67
2015,20765,Petrol,'1598 CC',5,6.25
2005,58000,Petrol,'999 CC',5,1.51
2014,51076,Diesel,'2967 CC',7,34.88
2016,84085,Diesel,'1248 CC',5,6.9
2014,55000,Diesel,'1498 CC',5,5.99
2010,73000,Petrol,'3498 CC',5,10.4
2012,50001,Diesel,'2967 CC',5,29
2016,93166,Diesel,'2179 CC',7,5.85
2006,99583,Petrol,'1493 CC',5,2.21
2010,72000,Petrol,'1586 CC',5,2.4
2009,70000,Petrol,'1798 CC',5,3
2012,61000,Petrol,'1598 CC',5,3.75
2015,66510,Petrol,'814 CC',5,2.95
2011,84062,Diesel,'1968 CC',5,5.8
2012,80799,Diesel,'1248 CC',5,4.9
2018,5000,Petrol,'1798 CC',5,16.95
2013,92000,Diesel,'2494 CC',8,12.5
2017,53000,Diesel,'1047 CC',5,5
2015,39822,Petrol,'1598 CC',5,4.68
2016,29000,Diesel,'3198 CC',7,29.8
2017,24214,Petrol,'799 CC',5,3.46
2012,75000,Diesel,'1396 CC',5,4
2012,77216,Diesel,'1896 CC',5,4.5
2013,74290,Diesel,'1364 CC',5,5.87
2015,61000,Diesel,'2179 CC',8,9.5
2013,44000,Diesel,'1968 CC',5,32.5
2014,74041,Diesel,'1248 CC',8,3.88
2013,85846,Diesel,'1995 CC',5,13.08
2012,52000,Diesel,'1461 CC',5,3.5
2010,47000,Petrol,'2354 CC',5,3.5
2010,72010,Diesel,'1493 CC',5,4.45
2015,15000,Petrol,'796 CC',8,2.35
2015,480000,Petrol,'1497 CC',5,5
2012,24720,Diesel,'2967 CC',5,28
2007,75000,Petrol,'1388 CC',5,2
2015,57000,Diesel,'1396 CC',5,6.35
2015,41057,Diesel,'2143 CC',5,24.63
2012,92000,CNG,'998 CC',5,3
2016,20000,Diesel,'1498 CC',5,7.9
2011,52359,Petrol,'1197 CC',5,3.25
2016,17000,Petrol,'1497 CC',5,8.25
2011,39002,Diesel,'1461 CC',5,2.85
2010,129986,Diesel,'1399 CC',5,3.2
2013,45000,Petrol,'1198 CC',5,1.75
2013,41300,Diesel,'1248 CC',5,3.38
2009,82002,Petrol,'2354 CC',5,5.75
2010,67000,Petrol,'1798 CC',5,4.7
2017,21260,Petrol,'796 CC',5,2.9
2012,55362,Diesel,'1396 CC',5,4.25
2017,13000,Diesel,'1582 CC',5,14.5
2016,45725,Diesel,'1248 CC',5,5.34
2014,105000,Diesel,'1248 CC',5,3.85
2009,156056,Diesel,'2494 CC',8,8.5
2016,135000,Diesel,'1120 CC',5,4.2
2016,67000,Diesel,'1248 CC',7,6.75
2016,90000,Diesel,'3198 CC',7,26
2019,32251,Diesel,'1396 CC',5,8.61
2009,47000,Petrol,'998 CC',5,1.46
2011,75308,Diesel,'1248 CC',5,2.8
2018,44202,CNG,'998 CC',4,4
2014,58000,Petrol,'1497 CC',5,5.47
2009,60000,Petrol,'1298 CC',5,2.45
2014,45000,Diesel,'1995 CC',5,21.5
2010,41195,Petrol,'1368 CC',5,1.38
2016,89000,Diesel,'2179 CC',7,13.5
2009,60510,Petrol,'1197 CC',5,3.1
2016,8500,Petrol,'1197 CC',5,5.49
2017,35981,Diesel,'1248 CC',5,9.51
2012,23152,Petrol,'1196 CC',5,2.39
2014,74663,CNG,'998 CC',5,3.25
2014,61529,Petrol,'1197 CC',5,5.65
2010,91596,Diesel,'2489 CC',7,1.85
2019,14298,Petrol,'2995 CC',5,2.02
2013,83327,Diesel,'1248 CC',5,5.8
2017,22857,Petrol,'1199 CC',5,6.9
2013,34620,Petrol,'1591 CC',5,5.35
2010,56000,Petrol,'1086 CC',5,2.85
2014,81000,Diesel,'2143 CC',5,22.75
1998,95150,Petrol,'993 CC',5,0.45
2013,32776,Petrol,'1197 CC',5,4.64
2016,51587,Diesel,'1498 CC',5,5.27
2016,36000,Diesel,'2179 CC',7,10
2015,22000,Petrol,'1198 CC',5,3.95
2010,30754,Petrol,'1197 CC',5,3.38
2018,37109,Petrol,'1390 CC',5,16.8
2010,45000,Petrol,'1198 CC',5,1.99
2017,33284,Petrol,'1197 CC',5,5.84
2016,55115,Diesel,'2993 CC',5,36.15
2014,18000,Diesel,'2179 CC',5,25.7
2013,130790,Diesel,'2179 CC',7,9.24
2015,16607,Diesel,'1598 CC',5,7.65
2015,32205,Diesel,'1968 CC',5,25.31
2013,67000,Diesel,'1461 CC',5,4.75
2014,57676,Petrol,'1197 CC',5,6.69
2012,41000,Petrol,'1198 CC',5,3.1
2012,65000,Petrol,'796 CC',8,1.55
2019,12153,Petrol,'1197 CC',5,6.84
2014,16810,Petrol,'624 CC',4,1.6
2017,61221,Petrol,'1395 CC',5,21.73
2015,22000,Petrol,'1198 CC',5,4.75
2015,63714,Petrol,'796 CC',5,2.45
2019,14857,Diesel,'1496 CC',5,31.55
2012,69000,Diesel,'1968 CC',5,10.25
2019,14648,Diesel,'2198 CC',7,27.36
2013,100000,Petrol,'1499 CC',5,6.5
2016,22000,Petrol,'1197 CC',5,4.25
2014,10000,Petrol,'1199 CC',5,5.5
2015,107000,Petrol,'1197 CC',5,4
2017,48198,Petrol,'1193 CC',5,4.65
2015,15000,Diesel,'2143 CC',5,28.5
2014,80073,Diesel,'1998 CC',5,7.11
2013,85388,Diesel,'1248 CC',5,3.9
2017,14700,Petrol,'1197 CC',5,5.6
2012,150000,Diesel,'1248 CC',5,2.25
2011,34994,Diesel,'1582 CC',5,3.9
2014,82536,Diesel,'2993 CC',5,28.63
2013,82000,Petrol,'1798 CC',5,7.25
2006,52000,Petrol,'998 CC',5,2
2011,20000,Petrol,'1198 CC',5,3.5
2011,55000,Petrol,'1799 CC',5,5
2015,47001,CNG,'1196 CC',5,3.72
2014,52000,Petrol,'998 CC',5,3.45
2013,43284,Diesel,'1248 CC',5,4.5
2018,23875,Petrol,'1591 CC',5,14.36
2016,51866,Petrol,'1197 CC',5,5.5
2013,69000,Diesel,'1461 CC',5,3
2017,62788,Petrol,'1197 CC',5,6.08
2013,150000,Diesel,'1598 CC',5,5
2015,47566,Diesel,'2982 CC',7,20.25
2002,67000,Petrol,'999 CC',5,1.2
2018,20300,Diesel,'2755 CC',7,18
2015,48300,Diesel,'2143 CC',5,17.5
2013,30000,Petrol,'814 CC',5,2.1
2012,36000,Diesel,'1582 CC',5,7.5
2015,27641,Diesel,'1496 CC',4,24.77
2015,60000,Diesel,'1461 CC',5,8.65
2019,9000,Diesel,'3198 CC',7,35.5
2014,60750,Petrol,'1798 CC',5,10.5
2018,9000,Diesel,'2179 CC',7,13
2012,41100,Diesel,'2993 CC',5,26.5
2004,60000,Petrol,'1061 CC',5,1.4
2017,38424,Petrol,'1497 CC',5,7.51
2014,50000,Diesel,'1248 CC',5,4.3
2015,19000,Petrol,'1497 CC',5,8.95
2015,58734,Diesel,'1248 CC',7,6.91
2016,65257,Diesel,'1461 CC',5,9.75
2010,130000,Diesel,'1248 CC',5,4
2011,79000,Diesel,'1248 CC',5,3.65
2013,78000,Diesel,'2179 CC',7,10.75
2015,49133,Petrol,'1198 CC',5,4.51
2016,22769,Diesel,'2987 CC',5,49.22
2014,54448,Diesel,'1248 CC',5,3.7
2014,158793,Diesel,'2494 CC',7,12.99
2015,62088,Petrol,'1197 CC',5,4.15
2012,14800,Petrol,'1591 CC',5,4.4
2015,26000,Petrol,'1497 CC',7,4.25
2017,32005,Petrol,'1198 CC',5,4.25
2017,35000,Petrol,'1497 CC',5,7.7
2015,52000,Diesel,'2179 CC',5,39.75
2017,11000,Petrol,'1497 CC',5,8.5
2008,62000,Petrol,'2997 CC',5,7
2002,65134,Petrol,'1299 CC',5,0.8
2013,71000,Diesel,'2982 CC',7,15.25
2008,51366,Petrol,'998 CC',5,2.25
2016,46300,Diesel,'1948 CC',7,4.85
2012,60908,Petrol,'1497 CC',5,6.42
2012,93450,Diesel,'1461 CC',5,2.5
2011,104000,Diesel,'1582 CC',5,5.75
2003,52000,Petrol,'796 CC',4,0.5
2015,42999,Diesel,'2179 CC',7,11.52
2014,90000,Diesel,'1248 CC',5,4.5
2013,72000,Petrol,'1396 CC',5,4.75
2019,54321,Diesel,'1582 CC',5,13.54
2015,59630,Diesel,'2143 CC',5,23.41
2013,116000,Diesel,'2982 CC',7,19.25
2015,34000,Diesel,'1984 CC',5,20
2011,70000,Diesel,'2143 CC',5,13
2010,80000,Petrol,'2354 CC',5,3.99
2015,110000,Diesel,'1498 CC',5,4.65
2013,56454,Diesel,'1248 CC',5,4.65
2013,60000,Petrol,'1197 CC',5,3.15
2013,56000,Petrol,'1798 CC',5,8.25
2012,63000,Diesel,'4367 CC',5,65
2012,63000,Diesel,'1248 CC',5,4.5
2017,15050,Diesel,'1956 CC',5,17.5
2016,29401,Petrol,'1197 CC',5,4.31
2016,25238,Petrol,'1199 CC',5,6.2
2011,79000,Diesel,'1364 CC',5,4.67
2011,58752,Petrol,'1198 CC',5,3.32
2011,62000,Petrol,'1799 CC',5,3.75
2013,132000,Petrol,'1496 CC',5,4.7
2016,51000,Petrol,'1591 CC',5,6.5
2009,185200,Diesel,'2494 CC',8,7.25
2016,61717,Diesel,'1598 CC',5,8.94
2018,8896,Petrol,'1194 CC',5,7.34
2016,17000,Petrol,'1197 CC',5,6.9
2016,31378,Petrol,'1199 CC',5,5.9
2013,114000,Diesel,'1582 CC',5,6.75
2014,81000,Diesel,'1498 CC',5,4.1
2017,31000,Diesel,'1968 CC',5,27
2014,35000,Petrol,'1598 CC',5,4.5
2013,60001,Diesel,'1968 CC',5,14.5
2014,75074,Diesel,'1248 CC',5,5.25
2012,80000,Diesel,'1248 CC',5,1.2
2006,147350,Diesel,'2494 CC',8,4.95
2013,60000,Diesel,'1461 CC',5,7.5
2015,7501,Petrol,'2996 CC',4,48
2015,58000,Diesel,'1498 CC',5,4.45
2018,29277,Diesel,'2987 CC',5,59.65
2015,57034,Diesel,'1248 CC',5,4.38
2016,40810,Diesel,'1248 CC',5,7.9
2008,35268,Petrol,'1086 CC',5,1.88
2008,81000,Diesel,0,0,10.5
2018,34630,Petrol,'1197 CC',5,7.29
2012,45122,Diesel,'1498 CC',5,6
2011,126000,Diesel,'2179 CC',7,6.7
2009,63000,Petrol,'796 CC',5,1.5
2016,32298,Diesel,'1496 CC',4,23.8
2014,63288,Diesel,'2179 CC',7,7.77
2012,43337,Petrol,'1086 CC',5,3.32
2015,46561,Diesel,'1248 CC',5,4.94
2013,34000,Diesel,'2143 CC',5,11
2016,48000,Petrol,'799 CC',5,3.4
2013,56263,Diesel,'1248 CC',5,4.17
2005,84060,Petrol,'993 CC',5,1.25
2016,9000,Petrol,'1197 CC',5,5.45
2012,79000,Diesel,'1248 CC',5,2.59
2015,87900,Diesel,'2179 CC',7,12.01
2010,72425,Petrol,'1197 CC',5,2.45
2015,38000,Diesel,'1968 CC',5,29
2008,83000,Diesel,'1399 CC',5,2.4
2010,107000,Diesel,'2143 CC',5,11.99
2015,51000,Petrol,'1497 CC',5,7.9
2010,140000,Diesel,'2494 CC',7,6.25
2011,48000,Petrol,'1199 CC',5,1.8
2013,62000,CNG,'998 CC',5,2.8
2015,31000,Petrol,'1199 CC',5,4.9
2010,75055,Petrol,'1198 CC',5,2.25
2017,51210,Petrol,'1373 CC',5,8.89
2012,87000,Diesel,'2982 CC',7,15
2018,17000,Diesel,'1498 CC',5,5.65
2014,57000,Diesel,'1248 CC',7,7
2016,9370,Petrol,'796 CC',5,2.95
2013,53226,Petrol,'1198 CC',5,3.3
2010,120000,Diesel,'1493 CC',5,3.5
2007,75055,Petrol,'1493 CC',5,2.3
2017,37247,Diesel,'1582 CC',5,13.69
2013,64000,Diesel,'1364 CC',5,3.1
2014,12000,Petrol,'2359 CC',5,12.75
2017,40158,Diesel,'1582 CC',5,13.75
2017,11000,Petrol,'1199 CC',5,6.75
2014,70010,Diesel,'1598 CC',5,5.25
2015,82000,Diesel,'2179 CC',7,8.75
2017,57259,Diesel,'1493 CC',7,8.87
2010,84000,Petrol,'2354 CC',5,6.5
2012,168000,Diesel,'1248 CC',7,4.5
2012,73670,Diesel,'2696 CC',7,12.5
2014,89540,Diesel,'2982 CC',7,16.8
2016,85423,Diesel,'1248 CC',7,8.75
2013,48823,Diesel,'1582 CC',5,8.5
2011,35082,Petrol,'1197 CC',5,2.21
2012,126000,Petrol,'796 CC',5,1.6
2016,19000,Petrol,'1198 CC',5,6.25
2007,69000,Petrol,'1799 CC',5,2.25
2019,29836,Diesel,'2143 CC',5,25.75
2010,48002,Petrol,'1798 CC',5,6.75
2015,52324,Diesel,'1248 CC',5,6.25
2013,65000,Diesel,'1498 CC',5,5.1
2009,66000,Diesel,'2987 CC',5,10.75
2016,75700,Diesel,'1120 CC',5,5.7
2013,43000,Diesel,'1598 CC',5,5.95
2012,42706,Diesel,'936 CC',5,2.4
2013,35000,Diesel,'1493 CC',7,3.49
2011,54348,Petrol,'1197 CC',5,4
2013,84000,Diesel,'1364 CC',5,3.85
2010,63298,Petrol,'1794 CC',5,3.95
2013,75049,Petrol,'1197 CC',5,3
2018,24237,Petrol,'1196 CC',5,6.7
2016,22767,Petrol,'1197 CC',5,6.14
2012,58000,Petrol,'1396 CC',5,4.4
2017,57000,Diesel,'1248 CC',5,4.25
2010,50161,Petrol,'4395 CC',5,25.93
2016,45000,Diesel,'1598 CC',5,7
2017,68319,Diesel,'2982 CC',7,25.12
2017,30711,Petrol,'998 CC',5,4.45
2011,38277,Diesel,'1396 CC',5,2.4
2012,115000,Diesel,'1598 CC',5,4.33
2017,46849,Petrol,'1197 CC',5,6.93
2014,64000,Diesel,'1396 CC',5,4.25
2010,130923,Diesel,'2143 CC',5,12.5
2015,15000,Petrol,'1197 CC',5,4.9
2014,32720,Diesel,'1396 CC',5,4.5
2016,12500,Petrol,'799 CC',5,3
2015,59800,Petrol,'1197 CC',5,5.8
2011,54211,Petrol,'1598 CC',5,3.33
2015,62242,Diesel,'1998 CC',5,6.62
2015,54000,Diesel,'1461 CC',5,5.75
2012,65000,Diesel,'1582 CC',5,6.2
2015,55000,Petrol,'998 CC',5,3.5
2010,71000,Petrol,'998 CC',5,2
2012,70000,Diesel,'1396 CC',5,4
2011,53000,Petrol,'1781 CC',5,9.5
2013,43000,Diesel,'1995 CC',5,17.5
2015,54000,Petrol,'1598 CC',5,6.11
2014,51000,Petrol,'1197 CC',5,3.75
2007,78000,Diesel,'2835 CC',6,6.2
2014,25000,Diesel,'1498 CC',5,6.15
2012,12600,Petrol,'998 CC',5,2.4
2009,80000,Diesel,'1248 CC',5,2.15
2016,21000,Petrol,'1197 CC',5,3.75
2011,32000,Petrol,'1196 CC',5,2.15
2015,50000,Petrol,'1197 CC',5,4.75
2010,47500,Petrol,'1586 CC',5,2.45
2017,7500,Petrol,'1497 CC',5,11.15
2016,68163,Diesel,'1461 CC',5,8.9
2014,61000,Diesel,'1498 CC',5,4.35
2015,100000,Diesel,'2494 CC',7,12
2009,61500,Diesel,'1995 CC',5,8.5
2017,42883,Petrol,'1086 CC',5,4.27
2012,97000,Diesel,'1461 CC',5,4.25
2010,39525,Petrol,'2360 CC',5,9.25
2017,35384,Diesel,'1248 CC',5,8.61
2010,46000,Diesel,'2987 CC',7,28
2018,32189,Diesel,'1498 CC',5,9.25
2016,27000,Diesel,'1582 CC',5,8.6
2018,22734,Petrol,'1198 CC',5,7.53
2014,58002,Diesel,'1461 CC',5,5.75
2012,31500,Petrol,'1198 CC',5,4.15
2017,30933,Petrol,'1196 CC',5,5.84
2012,27090,Diesel,'1968 CC',5,16.5
2015,29500,Diesel,'2993 CC',7,43
2013,45000,Petrol,'1197 CC',5,3.55
2018,11691,Petrol,'1197 CC',5,8.9
2006,121000,Diesel,'1896 CC',5,2.5
2010,118077,Diesel,'1493 CC',5,3.85
2012,36300,Petrol,'1591 CC',5,7.5
2005,90000,Petrol,'1341 CC',5,1.8
2010,78000,Diesel,'1399 CC',5,2.25
2015,42000,Diesel,'1968 CC',5,24.25
2015,27000,Petrol,'1198 CC',5,4.35
2012,22000,Diesel,'1995 CC',5,11.5
2014,49000,Petrol,'1497 CC',5,4.75
2012,42600,Diesel,'1396 CC',5,4.99
2018,12794,Petrol,'1199 CC',5,9.15
